빌드 결과,
성공 여부, 결과물 크기(byte), 빌드 시간, TotalWarnings, TotalErrors,
Succeeded, 177989134, 00:00:12.0970711, 0, 0,
,
Summary,
빌드 끝난 시각, 빌드 시작 시각, 빌드의 Application.buildGUID, Options, OutputPath, Platform, PlatformGroup,
2019-03-12-12:54:39, 2019-03-12-12:54:27, 414187578c9cc4347addf4181bacf76d, Development, ConnectWithProfiler, /Users/Shared/Jenkins/MacJenkinsTest/Build/output/AndroidBuild_0.1.apk, Android, Android,
,
Files,
경로, 역할, 크기,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.VehiclesModule.dll, Unity and Android assets, 9728,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.PhysicsModule.dll, Unity and Android assets, 69632,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.LocalizationModule.dll.mdb, Unity and Android assets, 309,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.CoreModule.dll, Unity and Android assets, 800768,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.PerformanceReportingModule.dll, Unity and Android assets, 6144,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.WindModule.dll, Unity and Android assets, 6656,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.PerformanceReportingModule.dll.mdb, Unity and Android assets, 112,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.ARModule.dll.mdb, Unity and Android assets, 6104,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.UnityAnalyticsModule.dll.mdb, Unity and Android assets, 5787,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.ScreenCaptureModule.dll, Unity and Android assets, 6656,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.UnityWebRequestAssetBundleModule.dll.mdb, Unity and Android assets, 1830,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.dll.mdb, Unity and Android assets, 485,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.UnityWebRequestModule.dll, Unity and Android assets, 38912,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.Networking.dll, Unity and Android assets, 256000,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.StyleSheetsModule.dll.mdb, Unity and Android assets, 4500,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.UnityWebRequestAudioModule.dll, Unity and Android assets, 7680,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.UNETModule.dll.mdb, Unity and Android assets, 25990,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.UNETModule.dll, Unity and Android assets, 69120,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.ClothModule.dll, Unity and Android assets, 11776,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.TerrainPhysicsModule.dll.mdb, Unity and Android assets, 112,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.AnimationModule.dll.mdb, Unity and Android assets, 50333,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.AIModule.dll, Unity and Android assets, 39424,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.TLSModule.dll, Unity and Android assets, 5632,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.IMGUIModule.dll, Unity and Android assets, 148480,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.StreamingModule.dll.mdb, Unity and Android assets, 112,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/System.Core.dll, Unity and Android assets, 265728,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.Networking.dll.mdb, Unity and Android assets, 114573,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.WindModule.dll.mdb, Unity and Android assets, 112,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.BaselibModule.dll, Unity and Android assets, 5632,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.VideoModule.dll, Unity and Android assets, 23552,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.ParticlesLegacyModule.dll.mdb, Unity and Android assets, 377,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.ScreenCaptureModule.dll.mdb, Unity and Android assets, 591,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Managed/UnityEngine.UnityWebRequestWWWModule.dll.mdb, Unity and Android assets, 4998,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/3f5b5dff67a942289a9defa416b206f3, Unity and Android assets, 4344,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/sharedassets0.assets.split0, Unity and Android assets, 1048576,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/407bc68d299748449bbf7f48ee690f8d, Unity and Android assets, 4112,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/globalgamemanagers, Unity and Android assets, 32568,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/c41005c129ba4d66911b75229fd70b45, Unity and Android assets, 5776,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/85187c2149c549c5b33f0cdb02836b17, Unity and Android assets, 23632,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/boot.config, Unity and Android assets, 255,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/dffef66376be4fa480fb02b19edbe903, Unity and Android assets, 353752,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/Resources/unity_builtin_extra, Unity and Android assets, 484932,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/bc1ede39bf3643ee8e493720e4259791, Unity and Android assets, 17900,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/unity default resources, Unity and Android assets, 3478196,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/d930090c0cd643c7b55f19a38538c162, Unity and Android assets, 4120,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/d82c1b31c7e74239bff1220585707d2b, Unity and Android assets, 4240,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/fade42e8bc714b018fac513c043d323b, Unity and Android assets, 4408,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/79459efec17a4d00a321bdcc27bbc385, Unity and Android assets, 5648,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/cf81c85f95fe47e1a27f6ae460cf182c, Unity and Android assets, 12312,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/3997e2241185407d80309a82f9148466, Unity and Android assets, 4120,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/68e6db2ebdc24f95958faec2be5558d6, Unity and Android assets, 19912,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/level0, Unity and Android assets, 72548,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/e73a58f6e2794ae7b1b7e50b7fb811b0, Unity and Android assets, 5716,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/a02a7d8c237544f1962732b55a9aebf1, Unity and Android assets, 16676,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/f7ada0af4f174f0694ca6a487b8f543d, Unity and Android assets, 44596,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/globalgamemanagers.assets, Unity and Android assets, 29828,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/1e3b057af24249748ff873be7fafee47, Unity and Android assets, 16400,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/128e987d567d4e2c824d754223b3f3b0, Unity and Android assets, 13736,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/dd89cf5b9246416f84610a006f916af7, Unity and Android assets, 19904,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/src/main/assets/bin/Data/f952c082cb03451daed3ee968ac6c63e, Unity and Android assets, 6276,
/Users/Shared/Jenkins/MacJenkinsTest/Temp/gradleOut/build.gradle, build.gradle, 1737,
/Users/Shared/Jenkins/MacJenkinsTest/Build/output/AndroidBuild_0.1.apk, APK, 42483390,
,
Steps,
depth, duration, name,
0, 00:00:12.0970711, Build player,
, Messages,
, content, type,
1, 00:00:01.7312768, Compile scripts,
, Messages,
, content, type,
1, 00:00:00.0000084, Prepare splash screen,
, Messages,
, content, type,
1, 00:00:00.0058825, Prepare assets for target platform,
, Messages,
, content, type,
1, 00:00:00.2611778, Building scenes,
, Messages,
, content, type,
2, 00:00:00.2611767, Building scene Assets/Scenes/SampleScene.unity,
, Messages,
, content, type,
1, 00:00:00.0085220, Build GlobalGameManagers file,
, Messages,
, content, type,
1, 00:00:00.3908884, Writing asset files,
, Messages,
, content, type,
2, 00:00:00.0132655, Packaging assets - 128e987d567d4e2c824d754223b3f3b0,
, Messages,
, content, type,
2, 00:00:00.0129521, Packaging assets - 1e3b057af24249748ff873be7fafee47,
, Messages,
, content, type,
2, 00:00:00.0165210, Packaging assets - 3997e2241185407d80309a82f9148466,
, Messages,
, content, type,
2, 00:00:00.0163700, Packaging assets - 3f5b5dff67a942289a9defa416b206f3,
, Messages,
, content, type,
2, 00:00:00.0118366, Packaging assets - 407bc68d299748449bbf7f48ee690f8d,
, Messages,
, content, type,
2, 00:00:00.0260870, Packaging assets - 48bb5f55d8670e349b6e614913f9d910,
, Messages,
, content, type,
2, 00:00:00.0166834, Packaging assets - 68e6db2ebdc24f95958faec2be5558d6,
, Messages,
, content, type,
2, 00:00:00.0130239, Packaging assets - 79459efec17a4d00a321bdcc27bbc385,
, Messages,
, content, type,
2, 00:00:00.0214631, Packaging assets - 85187c2149c549c5b33f0cdb02836b17,
, Messages,
, content, type,
2, 00:00:00.0152493, Packaging assets - a02a7d8c237544f1962732b55a9aebf1,
, Messages,
, content, type,
2, 00:00:00.0176292, Packaging assets - bc1ede39bf3643ee8e493720e4259791,
, Messages,
, content, type,
2, 00:00:00.0122225, Packaging assets - c41005c129ba4d66911b75229fd70b45,
, Messages,
, content, type,
2, 00:00:00.0186123, Packaging assets - cf81c85f95fe47e1a27f6ae460cf182c,
, Messages,
, content, type,
2, 00:00:00.0143491, Packaging assets - d82c1b31c7e74239bff1220585707d2b,
, Messages,
, content, type,
2, 00:00:00.0164104, Packaging assets - d930090c0cd643c7b55f19a38538c162,
, Messages,
, content, type,
2, 00:00:00.0207830, Packaging assets - dd89cf5b9246416f84610a006f916af7,
, Messages,
, content, type,
2, 00:00:00.0130649, Packaging assets - dffef66376be4fa480fb02b19edbe903,
, Messages,
, content, type,
2, 00:00:00.0156915, Packaging assets - e73a58f6e2794ae7b1b7e50b7fb811b0,
, Messages,
, content, type,
2, 00:00:00.0272363, Packaging assets - f7ada0af4f174f0694ca6a487b8f543d,
, Messages,
, content, type,
2, 00:00:00.0030136, Packaging assets - f952c082cb03451daed3ee968ac6c63e,
, Messages,
, content, type,
2, 00:00:00.0196128, Packaging assets - fade42e8bc714b018fac513c043d323b,
, Messages,
, content, type,
2, 00:00:00.0183200, Packaging assets - globalgamemanagers.assets,
, Messages,
, content, type,
2, 00:00:00.0272209, Packaging assets - sharedassets0.assets,
, Messages,
, content, type,
1, 00:00:06.2402893, Postprocess built player,
, Messages,
, content, type,
2, 00:00:00.0141857, Creating staging area,
, Messages,
, content, type,
2, 00:00:00.0105250, Generating Build Id,
, Messages,
, content, type,
2, 00:00:00.0176202, Preparing Unity resources,
, Messages,
, content, type,
2, 00:00:00.0261210, Splitting assets,
, Messages,
, content, type,
2, 00:00:00.0000711, Processing OBB assets,
, Messages,
, content, type,
2, 00:00:00.2421885, Preparing Unity libraries,
, Messages,
, content, type,
2, 00:00:00.0044927, Processing resources,
, Messages,
, content, type,
2, 00:00:00.6796224, Preparing APK resources,
, Messages,
, content, type,
2, 00:00:00.0164676, Processing plugins,
, Messages,
, content, type,
2, 00:00:00.0062286, Processing Android libraries,
, Messages,
, content, type,
2, 00:00:00.6672576, Creating Android manifest,
, Messages,
, content, type,
2, 00:00:00.0733688, Compiling resources,
, Messages,
, content, type,
2, 00:00:00.0006769, IL2CPP,
, Messages,
, content, type,
2, 00:00:00.0001161, Build native Unity binary,
, Messages,
, content, type,
2, 00:00:00.0002474, Zipping symbols,
, Messages,
, content, type,
2, 00:00:00.0001829, Performance Reporting Symbol Upload,
, Messages,
, content, type,
2, 00:00:00.0052972, Preparing streaming assets,
, Messages,
, content, type,
2, 00:00:00.0000748, fastzip,
, Messages,
, content, type,
2, 00:00:00.0002097, AAPT: Compiling all assets into one archive,
, Messages,
, content, type,
2, 00:00:00.4464524, Exporting project,
, Messages,
, content, type,
2, 00:00:03.9957760, Building Gradle project,
, Messages,
, content, type,
2, 00:00:00.0077255, Moving output package(s),
, Messages,
, content, type,
,
,
